name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"y_hat[739]",-23,0.12,8.0,-36,-22,-10,4106,1904,1.00
"y_hat[740]",-9.1,0.096,6.2,-20,-8.8,0.68,4188,1943,1.00
"y_hat[741]",-19,0.12,7.4,-31,-18,-7.2,4119,1910,1.00
"y_hat[742]",60,0.17,11,42,59,78,3876,1798,1.00
"y_hat[743]",-13,0.10,6.6,-24,-13,-2.4,4161,1930,1.00
"y_hat[744]",13,0.081,5.2,5.0,13,22,4211,1953,1.00
"y_hat[745]",-41,0.17,11,-59,-40,-24,4004,1857,1.00
"y_hat[746]",-17,0.11,7.2,-30,-17,-6.1,4128,1915,1.00
"y_hat[747]",9.8,0.079,5.2,1.5,9.9,18,4229,1962,1.00
"y_hat[748]",-11,0.10,6.5,-22,-11,-1.1,4173,1935,1.00
"y_hat[749]",-34,0.15,9.6,-50,-33,-18,4037,1872,1.00
"y_hat[750]",-24,0.13,8.1,-38,-24,-11,4096,1900,1.00
"y_hat[751]",64,0.19,12,45,63,84,3863,1792,1.00
"y_hat[752]",89,0.26,16,63,88,116,3826,1775,1.00
"y_hat[753]",-14,0.11,6.8,-26,-14,-3.4,4151,1925,1.00
"y_hat[754]",56,0.16,10,40,56,73,3886,1802,1.00
"y_hat[755]",-40,0.17,11,-57,-39,-23,4009,1859,1.00
"y_hat[756]",41,0.13,7.9,29,41,54,3951,1832,1.00
"y_hat[757]",50,0.15,9.2,35,49,65,3906,1812,1.00
"y_hat[758]",-32,0.15,9.3,-48,-31,-17,4046,1876,1.00
"y_hat[759]",-5.1,0.090,5.8,-15,-4.9,4.1,4210,1953,1.00
"y_hat[760]",-49,0.19,12,-70,-49,-30,3968,1840,1.00
"y_hat[761]",115,0.33,21,81,114,151,3812,1768,1.00
"y_hat[762]",78,0.22,14,55,77,102,3837,1780,1.00
"y_hat[763]",55,0.16,10,39,55,72,3888,1803,1.00
"y_hat[764]",-21,0.12,7.7,-34,-20,-8.7,4122,1912,1.00
"y_hat[765]",57,0.17,10,41,57,75,3882,1800,1.00
"y_hat[766]",66,0.19,12,47,65,86,3859,1790,1.00
"y_hat[767]",-50,0.20,12,-71,-49,-31,3965,1839,1.00
"y_hat[768]",-50,0.20,12,-70,-49,-30,3966,1840,1.00
"y_hat[769]",-46,0.18,12,-66,-45,-28,3980,1846,1.00
"y_hat[770]",91,0.26,16,64,90,119,3824,1774,1.00
"y_hat[771]",45,0.14,8.5,32,45,60,3926,1821,1.00
"y_hat[772]",-21,0.12,7.7,-34,-20,-8.8,4121,1911,1.00
"y_hat[773]",48,0.14,9.0,34,48,63,3913,1815,1.00
"y_hat[774]",-59,0.22,14,-81,-58,-37,3941,1828,1.00
"y_hat[775]",87,0.25,16,62,87,114,3827,1775,1.00
"y_hat[776]",16,0.082,5.3,7.6,16,25,4192,1944,1.00
"y_hat[777]",111,0.32,20,79,110,146,3813,1769,1.00
"y_hat[778]",104,0.30,19,74,103,137,3816,1770,1.00
"y_hat[779]",-56,0.21,13,-79,-56,-35,3946,1830,1.00
"y_hat[780]",-79,0.28,17,-109,-78,-52,3902,1810,1.00
"y_hat[781]",93,0.27,17,66,93,122,3822,1773,1.00
"y_hat[782]",35,0.11,7.1,24,35,47,3995,1853,1.00
"y_hat[783]",53,0.16,9.8,38,53,70,3893,1806,1.00
"y_hat[784]",74,0.21,13,53,73,97,3843,1782,1.00
"y_hat[785]",60,0.17,11,43,59,79,3875,1797,1.00
"y_hat[786]",26,0.094,6.0,16,25,36,4103,1903,1.00
"y_hat[787]",81,0.23,14,57,80,105,3834,1778,1.00
"y_hat[788]",-7.2,0.093,6.0,-18,-6.9,2.3,4199,1948,1.00
"y_hat[789]",88,0.25,16,62,87,115,3827,1775,1.00
"y_hat[790]",-20,0.12,7.6,-33,-20,-8.1,4127,1914,1.00
"y_hat[791]",100,0.29,18,71,99,131,3818,1771,1.00
"y_hat[792]",36,0.11,7.2,25,36,49,3986,1849,1.00
"y_hat[793]",83,0.24,15,59,82,108,3831,1777,1.00
"y_hat[794]",-101,0.34,21,-137,-100,-67,3879,1799,1.00
"y_hat[795]",-18,0.11,7.3,-31,-18,-6.7,4123,1912,1.00
"y_hat[796]",29,0.10,6.4,19,29,40,4057,1882,1.00
"y_hat[797]",18,0.084,5.4,9.2,18,27,4179,1938,1.00
"y_hat[798]",-22,0.12,7.9,-35,-22,-9.6,4111,1907,1.00
"y_hat[799]",-1.00,0.085,5.5,-10,-0.80,7.9,4228,1961,1.00
"y_hat[800]",-56,0.21,13,-78,-55,-35,3948,1831,1.00
"y_hat[801]",3.1,0.081,5.3,-5.8,3.2,12,4239,1966,1.00
"y_hat[802]",31,0.10,6.6,21,31,42,4037,1872,1.00
"y_hat[803]",21,0.087,5.6,12,20,30,4157,1928,1.00
"y_hat[804]",28,0.098,6.3,18,28,39,4071,1888,1.00
"y_hat[805]",0.095,0.084,5.5,-9.0,0.25,8.8,4232,1963,1.00
"y_hat[806]",11,0.080,5.2,2.4,11,19,4225,1960,1.00
"y_hat[807]",-81,0.28,18,-110,-80,-53,3900,1809,1.00
"y_hat[808]",-4.3,0.089,5.8,-14,-4.0,4.9,4214,1955,1.00
"y_hat[809]",16,0.082,5.3,7.3,16,25,4194,1945,1.00
"y_hat[810]",-16,0.11,7.0,-28,-16,-4.9,4137,1919,1.00
"y_hat[811]",-56,0.21,13,-78,-55,-35,3947,1831,1.00
"y_hat[812]",43,0.13,8.2,30,43,57,3940,1827,1.00
"y_hat[813]",46,0.14,8.6,32,46,60,3923,1820,1.00
"y_hat[814]",12,0.080,5.2,3.5,12,21,4220,1957,1.00
"y_hat[815]",-34,0.15,9.7,-51,-34,-19,4034,1871,1.00
"y_hat[816]",12,0.080,5.2,3.2,12,20,4221,1958,1.00
"y_hat[817]",-12,0.10,6.5,-23,-11,-1.4,4171,1934,1.00
"y_hat[818]",43,0.13,8.2,30,43,57,3937,1826,1.00
"y_hat[819]",-62,0.23,14,-86,-61,-39,3932,1824,1.00
"y_hat[820]",94,0.27,17,67,93,123,3822,1773,1.00
"y_hat[821]",76,0.22,14,54,76,100,3840,1781,1.00
"y_hat[822]",54,0.16,9.9,39,54,71,3890,1804,1.00
"y_hat[823]",25,0.093,6.0,16,25,35,4110,1906,1.00
"y_hat[824]",-14,0.10,6.8,-25,-13,-3.2,4153,1926,1.00
"y_hat[825]",64,0.19,12,46,64,84,3862,1791,1.00
"y_hat[826]",41,0.13,7.9,29,41,54,3950,1832,1.00
"y_hat[827]",-6.6,0.092,6.0,-17,-6.4,2.8,4202,1949,1.00
"y_hat[828]",-12,0.10,6.6,-23,-12,-1.8,4166,1932,1.00
"y_hat[829]",69,0.20,12,49,68,90,3852,1787,1.00
"y_hat[830]",-4.3,0.089,5.8,-14,-4.1,4.9,4214,1955,1.00
"y_hat[831]",8.3,0.079,5.2,-0.11,8.4,17,4234,1964,1.00
"y_hat[832]",-1.9,0.086,5.6,-11,-1.7,7.1,4225,1960,1.00
"y_hat[833]",102,0.30,18,72,101,134,3817,1770,1.00
"y_hat[834]",25,0.092,5.9,15,25,35,4114,1908,1.00
"y_hat[835]",-16,0.11,7.0,-28,-16,-5.0,4137,1919,1.00
"y_hat[836]",93,0.27,17,66,92,121,3823,1773,1.00
"y_hat[837]",-43,0.18,11,-61,-42,-25,3995,1853,1.00
"y_hat[838]",12,0.080,5.2,4.0,12,21,4217,1956,1.00
"y_hat[839]",-28,0.14,8.7,-43,-27,-14,4070,1888,1.00
"y_hat[840]",7.8,0.080,5.2,-0.68,7.8,16,4236,1965,1.00
"y_hat[841]",80,0.23,14,57,79,104,3835,1779,1.00
"y_hat[842]",48,0.14,8.9,34,47,63,3915,1816,1.00
"y_hat[843]",41,0.12,7.8,28,40,54,3954,1834,1.00
"y_hat[844]",16,0.082,5.3,7.2,16,25,4196,1946,1.00
"y_hat[845]",31,0.10,6.5,20,30,42,4041,1874,1.00
"y_hat[846]",72,0.21,13,51,71,94,3846,1784,1.00
"y_hat[847]",8.5,0.079,5.2,-0.0081,8.5,17,4234,1964,1.00
"y_hat[848]",17,0.083,5.4,8.2,17,26,4188,1942,1.00
"y_hat[849]",16,0.082,5.3,7.8,16,25,4191,1944,1.00
"y_hat[850]",-81,0.28,18,-111,-80,-53,3899,1809,1.00
"y_hat[851]",36,0.12,7.3,25,36,49,3985,1848,1.00
"y_hat[852]",2.2,0.082,5.3,-6.7,2.4,11,4237,1965,1.00
"y_hat[853]",86,0.25,15,61,85,112,3829,1776,1.00
"y_hat[854]",89,0.26,16,63,88,116,3826,1775,1.00
"y_hat[855]",13,0.080,5.2,4.7,13,22,4212,1954,1.00
"y_hat[856]",133,0.39,24,94,132,175,3808,1766,1.00
"y_hat[857]",63,0.18,11,45,63,83,3865,1792,1.00
"y_hat[858]",-65,0.24,15,-89,-64,-41,3926,1821,1.00
"y_hat[859]",45,0.14,8.5,32,45,60,3927,1821,1.00
"y_hat[860]",57,0.17,10,40,57,75,3883,1801,1.00
"y_hat[861]",-34,0.15,9.6,-50,-33,-18,4037,1872,1.00
"y_hat[862]",26,0.094,6.0,16,26,36,4099,1901,1.00
"y_hat[863]",-19,0.12,7.5,-32,-19,-7.8,4132,1916,1.00
"y_hat[864]",26,0.095,6.1,17,26,37,4092,1898,1.00
"y_hat[865]",39,0.12,7.6,27,39,52,3964,1839,1.00
"y_hat[866]",36,0.11,7.2,25,36,49,3986,1849,1.00
"y_hat[867]",56,0.16,10,40,56,74,3884,1802,1.00
"y_hat[868]",-36,0.16,10,-53,-35,-20,4025,1867,1.00
"y_hat[869]",28,0.098,6.2,18,28,39,4072,1889,1.00
"y_hat[870]",19,0.085,5.5,10,19,28,4171,1934,1.00
"y_hat[871]",6.1,0.080,5.2,-2.5,6.2,15,4239,1966,1.00
"y_hat[872]",4.0,0.081,5.3,-4.8,4.0,13,4239,1966,1.00
"y_hat[873]",116,0.34,21,82,114,152,3812,1768,1.00
"y_hat[874]",-2.9,0.087,5.7,-12,-2.7,6.2,4221,1958,1.00
"y_hat[875]",-8.1,0.095,6.1,-19,-7.9,1.5,4194,1945,1.00
"y_hat[876]",-19,0.12,7.4,-31,-18,-7.1,4119,1911,1.00
"y_hat[877]",67,0.19,12,48,67,88,3855,1788,1.00
"y_hat[878]",-3.4,0.088,5.7,-13,-3.2,5.7,4218,1957,1.00
"y_hat[879]",-14,0.11,6.8,-26,-14,-3.5,4150,1925,1.00
"y_hat[880]",58,0.17,11,41,58,77,3879,1799,1.00
"y_hat[881]",10,0.079,5.2,1.8,10,19,4228,1961,1.00
"y_hat[882]",38,0.12,7.5,26,38,51,3971,1842,1.00
"y_hat[883]",26,0.094,6.0,16,26,36,4097,1900,1.00
"y_hat[884]",-25,0.13,8.3,-39,-25,-12,4088,1896,1.00
"y_hat[885]",-38,0.16,10,-55,-37,-21,4018,1864,1.00
"y_hat[886]",-27,0.13,8.5,-41,-26,-13,4078,1891,1.00
"y_hat[887]",9.8,0.079,5.2,1.5,9.8,18,4229,1962,1.00
"y_hat[888]",56,0.16,10,40,56,74,3884,1802,1.00
"y_hat[889]",-41,0.17,11,-59,-40,-24,4003,1857,1.00
"y_hat[890]",68,0.20,12,49,68,90,3853,1787,1.00
"y_hat[891]",-106,0.36,22,-144,-105,-71,3874,1797,1.00
"y_hat[892]",68,0.20,12,48,67,88,3855,1788,1.00
"y_hat[893]",-68,0.25,15,-94,-67,-43,3920,1818,1.00
"y_hat[894]",58,0.17,10,41,57,76,3881,1800,1.00
"y_hat[895]",112,0.33,20,79,111,147,3813,1769,1.00
"y_hat[896]",14,0.081,5.2,5.3,14,23,4208,1952,1.00
"y_hat[897]",-7.1,0.093,6.0,-17,-6.9,2.4,4200,1948,1.00
"y_hat[898]",-23,0.13,8.0,-37,-23,-11,4101,1902,1.00
"y_hat[899]",78,0.22,14,55,77,102,3837,1780,1.00
"y_hat[900]",17,0.083,5.4,8.6,17,26,4184,1941,1.00
"y_hat[901]",88,0.25,16,63,88,115,3826,1775,1.00
"y_hat[902]",87,0.25,16,62,86,114,3827,1775,1.00
"y_hat[903]",55,0.16,10,39,55,73,3887,1803,1.00
"y_hat[904]",33,0.11,6.8,22,33,45,4015,1862,1.00
"y_hat[905]",-1.3,0.085,5.5,-11,-1.1,7.6,4227,1961,1.00
"y_hat[906]",90,0.26,16,64,90,118,3825,1774,1.00
"y_hat[907]",41,0.13,7.9,29,41,55,3950,1832,1.00
"y_hat[908]",1.6,0.082,5.4,-7.3,1.8,10,4236,1965,1.00
"y_hat[909]",-28,0.14,8.8,-43,-28,-14,4067,1886,1.00
"y_hat[910]",42,0.13,8.1,30,42,56,3942,1829,1.00
"y_hat[911]",21,0.087,5.6,12,21,31,4154,1927,1.00
"y_hat[912]",93,0.27,17,66,93,122,3822,1773,1.00
"y_hat[913]",-11,0.100,6.4,-22,-11,-0.97,4174,1936,1.00
"y_hat[914]",12,0.080,5.2,3.5,12,21,4220,1957,1.00
"y_hat[915]",34,0.11,7.0,23,34,46,4003,1857,1.00
"y_hat[916]",104,0.30,19,74,103,136,3816,1770,1.00
"y_hat[917]",-39,0.17,10,-56,-38,-22,4012,1861,1.00
"y_hat[918]",15,0.082,5.3,6.8,15,24,4198,1947,1.00
"y_hat[919]",-72,0.26,16,-99,-71,-46,3913,1815,1.00
"y_hat[920]",-29,0.14,8.8,-44,-28,-15,4064,1885,1.00
"y_hat[921]",-6.6,0.092,6.0,-17,-6.4,2.8,4202,1949,1.00
"y_hat[922]",159,0.47,29,113,158,209,3806,1765,1.00
"y_hat[923]",-14,0.10,6.8,-25,-13,-3.1,4154,1927,1.00
"y_hat[924]",32,0.11,6.7,22,32,43,4025,1867,1.00
"y_hat[925]",16,0.082,5.3,7.6,16,25,4192,1944,1.00
"y_hat[926]",-65,0.24,15,-90,-64,-42,3925,1821,1.00
"y_hat[927]",42,0.13,8.0,29,42,55,3946,1830,1.00
"y_hat[928]",12,0.080,5.2,4.0,12,21,4217,1956,1.00
"y_hat[929]",18,0.084,5.4,9.5,18,27,4176,1937,1.00
"y_hat[930]",-13,0.10,6.7,-25,-13,-2.6,4159,1929,1.00
"y_hat[931]",21,0.087,5.6,12,21,30,4156,1927,1.00
"y_hat[932]",-17,0.11,7.2,-29,-17,-5.8,4131,1916,1.00
"y_hat[933]",-22,0.12,7.8,-35,-22,-9.5,4112,1907,1.00
"y_hat[934]",18,0.084,5.4,9.3,18,27,4178,1938,1.00
"y_hat[935]",-47,0.19,12,-67,-46,-28,3976,1844,1.00
"y_hat[936]",43,0.13,8.2,30,43,57,3940,1827,1.00
"y_hat[937]",-64,0.23,15,-88,-63,-40,3929,1822,1.00
"y_hat[938]",47,0.14,8.7,33,46,61,3920,1818,1.00
"y_hat[939]",72,0.21,13,51,71,94,3846,1784,1.00
"y_hat[940]",20,0.086,5.6,11,20,30,4159,1929,1.00
"y_hat[941]",13,0.080,5.2,4.3,13,21,4215,1955,1.00
"y_hat[942]",60,0.17,11,43,59,79,3875,1797,1.00
"y_hat[943]",48,0.14,9.0,34,48,64,3912,1814,1.00
"y_hat[944]",-29,0.14,8.9,-45,-29,-15,4060,1883,1.00
"y_hat[945]",-31,0.14,9.2,-47,-31,-16,4050,1879,1.00
"y_hat[946]",0.18,0.084,5.4,-8.9,0.34,8.9,4232,1963,1.00
"y_hat[947]",43,0.13,8.2,30,43,57,3937,1826,1.00
"y_hat[948]",-33,0.15,9.5,-49,-32,-18,4040,1874,1.00
"y_hat[949]",60,0.17,11,42,59,78,3875,1797,1.00
"y_hat[950]",25,0.092,5.9,15,24,35,4116,1909,1.00
"y_hat[951]",53,0.15,9.6,37,52,69,3896,1807,1.00
"y_hat[952]",-32,0.15,9.3,-48,-31,-17,4047,1877,1.00
"y_hat[953]",58,0.17,11,42,58,77,3879,1799,1.00
"y_hat[954]",-16,0.11,7.1,-28,-16,-5.1,4136,1918,1.00
"y_hat[955]",0.45,0.083,5.4,-8.6,0.61,9.1,4233,1963,1.00
"y_hat[956]",68,0.20,12,48,67,88,3855,1788,1.00
"y_hat[957]",-82,0.29,18,-112,-81,-53,3898,1808,1.00
"y_hat[958]",91,0.26,16,65,91,119,3824,1774,1.00
"y_hat[959]",-21,0.12,7.6,-34,-20,-8.5,4123,1912,1.00
"y_hat[960]",15,0.081,5.3,6.2,15,24,4203,1949,1.00
"y_hat[961]",93,0.27,17,66,92,121,3823,1773,1.00
"y_hat[962]",64,0.19,12,46,64,84,3862,1791,1.00
"y_hat[963]",-28,0.14,8.8,-43,-28,-14,4067,1886,1.00
"y_hat[964]",-14,0.11,6.8,-26,-14,-3.3,4152,1926,1.00
"y_hat[965]",29,0.099,6.3,19,29,39,4062,1884,1.00
"y_hat[966]",-5.0,0.090,5.8,-15,-4.7,4.2,4211,1953,1.00
"y_hat[967]",9.4,0.079,5.2,1.1,9.5,18,4231,1962,1.00
"y_hat[968]",-25,0.13,8.3,-40,-25,-12,4086,1895,1.00
"y_hat[969]",73,0.21,13,52,73,96,3844,1783,1.00
"y_hat[970]",-6.1,0.091,5.9,-16,-5.9,3.2,4205,1950,1.00
"y_hat[971]",-2.0,0.086,5.6,-11,-1.9,6.9,4224,1959,1.00
"y_hat[972]",77,0.22,14,54,76,100,3839,1781,1.00
"y_hat[973]",42,0.13,8.0,29,42,56,3945,1830,1.00
"y_hat[974]",-29,0.14,8.8,-44,-28,-15,4064,1885,1.00
"y_hat[975]",-62,0.23,14,-86,-61,-39,3933,1824,1.00
"y_hat[976]",-61,0.23,14,-85,-60,-39,3934,1825,1.00
"y_hat[977]",61,0.18,11,43,60,80,3872,1796,1.00
"y_hat[978]",4.4,0.081,5.2,-4.4,4.5,13,4239,1966,1.00
"y_hat[979]",25,0.093,6.0,16,25,35,4107,1905,1.00
"y_hat[980]",88,0.25,16,62,87,115,3827,1775,1.00
"y_hat[981]",-53,0.20,13,-74,-52,-33,3956,1835,1.00
"y_hat[982]",47,0.14,8.8,33,47,62,3916,1816,1.00
"y_hat[983]",62,0.18,11,44,61,81,3870,1795,1.00
"y_hat[984]",97,0.28,17,69,96,127,3820,1772,1.00
"y_hat[985]",76,0.22,14,54,75,99,3841,1781,1.00
"y_hat[986]",8.1,0.079,5.2,-0.41,8.1,17,4235,1964,1.00
"y_hat[987]",86,0.25,15,61,85,112,3829,1776,1.00
"y_hat[988]",84,0.24,15,60,83,110,3830,1777,1.00
"y_hat[989]",-111,0.37,23,-150,-110,-74,3871,1796,1.00
"y_hat[990]",22,0.089,5.7,13,22,32,4142,1921,1.00
"y_hat[991]",-30,0.14,9.0,-45,-29,-15,4059,1883,1.00
"y_hat[992]",88,0.25,16,62,87,115,3827,1775,1.00
"y_hat[993]",79,0.23,14,56,78,103,3836,1779,1.00
"y_hat[994]",-52,0.20,13,-73,-52,-32,3958,1836,1.00
"y_hat[995]",36,0.11,7.2,25,36,49,3986,1849,1.00
"y_hat[996]",23,0.090,5.8,14,23,33,4136,1918,1.00
"y_hat[997]",-11,0.100,6.4,-22,-11,-0.87,4175,1936,1.00
"y_hat[998]",56,0.16,10,40,55,73,3886,1802,1.00
"y_hat[999]",14,0.081,5.3,5.9,14,23,4204,1950,1.00
"y_hat[1000]",36,0.12,7.3,25,36,49,3985,1848,1.00
# Inference for Stan model: m1_1s_model
# 4 chains: each with iter=(1000,1000,1000,1000); warmup=(0,0,0,0); thin=(1,1,1,1); 4000 iterations saved.
# 
# Warmup took (0.20, 0.17, 0.18, 0.19) seconds, 0.75 seconds total
# Sampling took (0.54, 0.54, 0.55, 0.53) seconds, 2.2 seconds total
# Samples were drawn using hmc with nuts.
# For each parameter, N_Eff is a crude measure of effective sample size,
# and R_hat is the potential scale reduction factor on split chains (at 
# convergence, R_hat=1).
